run_id,benchmark_start_time,benchmark_end_time,bench_instance_type,benchmark,namespace,scale_factor,engine,engine_version,suite,table_format,catalog_service,catalog_name,catalog_region,storage_service,storage_region,power_score,throughput_score,composite_score,dm_rounds,files_before,files_after,delete_files_before,delete_files_after
fe693d0230094b12b0469e4948c1b600,2026-06-16T17:11:42.309512+00:00,2026-06-16T17:18:17.903299+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
4be6906bba0b45ff992b675a8fe57b9d,2026-06-16T17:18:18.555341+00:00,2026-06-16T17:20:42.248668+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
cbdfb6a58b554611b79ba53124a44ed0,2026-06-16T17:28:42.911746+00:00,2026-06-16T17:33:34.970531+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.3,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,,,,,,,
6a8cf81ab38c4797adc01c8f01c5a05f,2026-06-16T17:33:35.457629+00:00,2026-06-16T17:38:21.708702+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.3,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,,,,,,,
f12f11eedcb240fb90c04da734e3e78b,2026-06-16T17:39:18.162298+00:00,2026-06-16T17:41:43.650368+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
77d6d23a8e674f48bfd0a44519a2b675,2026-06-16T17:48:45.962874+00:00,2026-06-16T17:54:59.402493+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,spark,4.1.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
0a87b86205cc4c9eb93aa3c157b2886a,2026-06-17T09:05:03.319956+00:00,2026-06-17T09:07:34.763636+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
47f8e3b4867f4f519286f57f9d9ee795,2026-06-17T09:20:07.507440+00:00,2026-06-17T09:22:38.877480+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
d0d61b69883a468fac8fc6ff0b045d96,2026-06-17T10:29:12.782363+00:00,2026-06-17T10:31:30.310971+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
57ce5ad2a7ab46dcb633fc225ea4046a,2026-06-17T10:59:19.787615+00:00,2026-06-17T10:59:42.821363+00:00,c8gd.4xlarge,load,bench_d1cd56ac,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
12f9a66e71394b6e86533707f9aec922,2026-06-17T11:00:01.490741+00:00,2026-06-17T11:00:24.461157+00:00,c8gd.4xlarge,load,bench_58032e2a,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
0ded45be01a146799864c862dace1595,2026-06-17T11:07:02.418077+00:00,2026-06-17T11:09:06.505960+00:00,c8gd.4xlarge,power,bench_58032e2a,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,8642.86,,,,,,,
4aa0c00e9d3947feb0f04d38d859a5cd,2026-06-17T12:26:10.534148+00:00,2026-06-17T12:28:59.646872+00:00,c8gd.4xlarge,throughput,bench_58032e2a,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,14051.11,,,,,,
e33f4ca2ac4c4443bdff659f3575d055,2026-06-17T12:34:20.211501+00:00,2026-06-17T12:37:24.327975+00:00,c8gd.4xlarge,throughput,bench_a4a09830,10,duckdb,1.5.2,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,12905.55,,,,,,
fd68c9b2c3184a6198ba6f861aebd676,2026-06-17T12:37:47.575845+00:00,2026-06-17T12:39:05.630151+00:00,c8gd.4xlarge,power,bench_66c799f8,10,duckdb,1.5.2,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,15298.11,,,,,,,
96f35ee6ad214ec3b97a7a0810fdbf93,2026-06-17T13:21:37.647611+00:00,2026-06-17T13:22:01.052200+00:00,c8gd.4xlarge,load,power_test_sf10,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
452ba484d73743fba61525cfd1306fbe,2026-06-17T13:32:25.986020+00:00,2026-06-17T13:33:08.026013+00:00,c8gd.4xlarge,power,power_test_sf10,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,22581.3,,,,,,,
a15b4ba19a0942a09ea9bf769855bf91,2026-06-17T13:55:17.425382+00:00,2026-06-17T13:56:02.463256+00:00,c8gd.4xlarge,power,power_test_sf10,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,21428.02,,,,,,,
437e2b24875c4c2f861cbb7dc4174318,2026-06-17T13:56:56.930018+00:00,2026-06-17T13:56:56.977031+00:00,c8gd.4xlarge,load,power_test_sf10,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,,,,,,,
25d81a09f07d43719709ca146f915ae0,2026-06-17T13:58:53.026383+00:00,2026-06-17T13:58:53.074145+00:00,c8gd.4xlarge,load,power_test_sf10,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,,,,,,,
0132395218cc4b92be542d071aae9bd4,2026-06-17T14:04:42.782539+00:00,2026-06-17T14:04:53.664116+00:00,c8gd.4xlarge,load,power_test_sf10,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,,,,,,,
197781f363e54a4793f92fb482c3745d,2026-06-17T14:05:47.756037+00:00,2026-06-17T14:07:07.811844+00:00,c8gd.4xlarge,power,power_test_sf10,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,14732.07,,,,,,,
6623510f23924b7ba246058bdb948480,2026-06-17T14:07:51.077593+00:00,2026-06-17T14:10:54.189445+00:00,c8gd.4xlarge,throughput,power_test_sf10,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake,,s3,eu-central-1,,12976.35,,,,,,
ae97517d603446b3976e42a9b6bdb7e9,2026-06-17T14:11:17.203341+00:00,2026-06-17T14:12:02.239776+00:00,c8gd.4xlarge,power,power_test_sf10,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,21340.11,,,,,,,
919bdea6d03a405e9d1d9f7c20328b86,2026-06-17T14:13:51.650826+00:00,2026-06-17T14:14:39.690112+00:00,c8gd.4xlarge,power,power_test_sf10,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,19935.05,,,,,,,
98086c17590a4e9e8e7c6ec0e7c003fd,2026-06-17T14:16:31.917715+00:00,2026-06-17T14:16:55.020514+00:00,c8gd.4xlarge,load,power_test_sf10_2,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
ccd91307b83c44cb9001d0ace8988340,2026-06-17T14:29:20.269796+00:00,2026-06-17T14:30:03.305184+00:00,c8gd.4xlarge,power,power_test_sf10_2,10,duckdb,1.5.3,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,22351.23,,,,,,,
81e1b0ea45d846859054457e20eb6022,2026-06-17T14:41:46.547606+00:00,2026-06-17T14:42:32.584572+00:00,c8gd.4xlarge,power,power_test_sf10_2,10,duckdb,1.5.2,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,20787.07,,,,,,,
54517b5150b744ddb981be4e0ff4158f,2026-06-18T09:28:14.475988+00:00,2026-06-18T09:36:08.316219+00:00,c8gd.4xlarge,analytical,bench_sf10,10,duckdb,1.5.2,tpch,iceberg,aws-glue,aws-glue,eu-central-1,s3,eu-central-1,,,,,,,,
f95982243be14b8c88f656da49befaed,2026-06-18T10:17:54.737712+00:00,2026-06-18T10:25:50.581678+00:00,c8gd.4xlarge,analytical,bench_sf10_512mb_file_size,10,duckdb,1.5.4,tpch,iceberg,aws-glue,aws-glue,eu-central-1,s3,eu-central-1,,,,,,,,
764a5c75600246beab1976f7b4959f5b,2026-06-18T11:26:17.231418+00:00,2026-06-18T11:31:53.753607+00:00,c8gd.4xlarge,analytical,bench_sf10_512mb_file_size_try2,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,,,,,
a0fd4be11e014c84a865cef20634b8dc,2026-06-18T11:58:34.067950+00:00,2026-06-18T12:01:02.016932+00:00,c8gd.4xlarge,analytical,bench_iceberg_sf10,10,duckdb,1.5.4,tpch,iceberg,aws-s3tables,aws-s3tables,eu-central-1,s3,eu-central-1,,,,,,,,
26e81874d1444bbaa8b6913f127d7e2b,2026-06-18T12:43:48.423814+00:00,2026-06-18T12:49:26.435426+00:00,c8gd.4xlarge,analytical,bench_sf10_512mb_file_size_try3,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,,,,,
ced6eabf6adc4185954ae250e10b3e9c,2026-07-09T09:26:57.908547+00:00,2026-07-09T09:26:59.313061+00:00,local-test,maintenance,bench_ac43caa1,1,duckdb,1.5.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,1,,,,
6fe186f1174447e2bdbabfa7457b9394,2026-07-09T09:27:36.671594+00:00,2026-07-09T09:27:37.017741+00:00,local-test,maintenance,bench_aab8756c,1,duckdb,1.5.2,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,1,,,,
5383bdb202104fbf81f172aa89e07498,2026-07-09T09:53:50.197365+00:00,2026-07-09T09:53:50.860205+00:00,local-test,maintenance,bench_e3eef4a5,10,duckdb,1.5.2,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,1,,,,
7ef05fee19bd4868ae91bb95af4b8427,2026-07-09T09:54:58.796169+00:00,2026-07-09T09:55:03.006079+00:00,local-test,maintenance,bench_34b454ab,10,duckdb,1.5.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,1,,,,
741cca66d8884207b7a0dd47add2217a,2026-07-09T13:47:19.632509+00:00,2026-07-09T13:47:27.837525+00:00,local-dev,maintenance,bench_049438eb,10,duckdb,1.5.2,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,10,,,,
6a9b4e63860640b69165b7cb5c66a83e,2026-07-09T13:48:47.171971+00:00,2026-07-09T13:50:34.865606+00:00,local-dev,maintenance,bench_6e260267,10,duckdb,1.5.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,10,,,,
8d3ac996af1d4fe68121ce46e76117ef,2026-07-09T13:58:33.665131+00:00,2026-07-09T14:00:13.095498+00:00,local-dev,maintenance,bench_998e0179,10,duckdb,1.5.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,10,,,,
806ee2863b414f9d9af15849d3b6acec,2026-07-09T19:41:17.304158+00:00,2026-07-09T19:48:15.066576+00:00,c8gd.12xlarge,maintenance,bench_7ff8311d,10,spark,4.1.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,5,,,,
3ac614d5f5fd4ef88ff3a186c311afd3,2026-07-09T19:48:36.961090+00:00,2026-07-09T19:48:46.525765+00:00,c8gd.12xlarge,maintenance,bench_36d68ad0,10,duckdb,1.5.4,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,5,,,,
2df4b5e74a204df49775327fd8991e4f,2026-07-09T19:56:32.825940+00:00,2026-07-09T19:57:53.847896+00:00,c8gd.12xlarge,compaction,bench_45fb76e1,10,spark,4.1.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,2,51,32,0,0
65857c90b4b84c98bf7101f97f31eead,2026-07-09T20:11:14.691976+00:00,2026-07-09T20:12:04.062012+00:00,c8gd.12xlarge,compaction,bench_52c08863,10,spark,4.1.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,1,106,81,75,75
59732fcac628446e9da9b7544244b7b6,2026-07-09T20:12:52.227301+00:00,2026-07-09T20:12:56.285420+00:00,c8gd.12xlarge,compaction,bench_01080467,10,duckdb,1.5.4,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,1,33,27,12,0
0b15f0924d79478a896aa63c6b0511e8,2026-07-09T20:16:11.623076+00:00,2026-07-09T20:17:54.235851+00:00,c8gd.12xlarge,compaction,bench_90c03025,10,spark,4.0.3,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,1,106,30,74,3
bf3387aa24c84bd5a99b09e87e6e64cd,2026-07-09T20:20:34.111154+00:00,2026-07-09T20:21:40.251532+00:00,c8gd.12xlarge,maintenance,bench_3e24e45a,10,spark,4.0.3,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,5,,,,
9e5de01acf28426fa8b32ed1e5d669db,2026-07-09T20:27:51.437470+00:00,2026-07-09T20:27:56.876872+00:00,c8gd.12xlarge,maintenance,bench_76726f43,10,duckdb,1.5.4,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,5,,,,
16502887a20640ff9c8d98f93fdb7df1,2026-07-09T20:43:50.215282+00:00,2026-07-09T20:56:57.975761+00:00,c8gd.12xlarge,compaction,bench_6752e2c1,10,spark,unknown,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
bc2784238d7d4f1099930b042d57ebff,2026-07-09T20:58:58.851288+00:00,2026-07-09T20:59:37.473852+00:00,c8gd.12xlarge,compaction,bench_42ce6ed1,10,duckdb,1.5.4,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,0,,,,
33b10621fe7a4be1875705f705ff894a,2026-07-09T21:03:42.769594+00:00,2026-07-09T21:04:56.806533+00:00,c8gd.12xlarge,compaction,bench_4ad6c883,10,duckdb,1.5.4,tpcds,ducklake,ducklake,ducklake-compaction,,local,,,,,0,,,,
5af268b9b94d4169983347a649a10db1,2026-07-14T16:55:28.859984+00:00,2026-07-14T16:58:24.324081+00:00,local-dev,analytical,bench_c1515356,1,duckdb,1.6.0.dev280,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
64f5acee0aca451ca0ea245879a80b06,2026-07-14T17:03:08.755916+00:00,2026-07-14T17:03:30.831798+00:00,local-dev,analytical,bench_957dfc8f,1,duckdb,1.5.2,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
0adb45e62d314117952f668aba2485f2,2026-07-14T19:27:05.409042+00:00,2026-07-14T19:28:16.781585+00:00,local-dev,analytical,bench_eadf583a,1,duckdb,1.5.2,tpcds,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
87a6bfc1f4ec49f5b1f7cdfb607e8196,2026-07-14T19:29:13.117509+00:00,2026-07-14T19:29:36.028850+00:00,local-dev,analytical,bench_46f4f99e,1,duckdb,1.5.2,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
ab2c5739feb74acd965b414e9f9c9efb,2026-07-14T20:11:57.122979+00:00,2026-07-14T20:12:20.090884+00:00,local-dev,analytical,bench_8a0ea887,1,duckdb,1.5.2,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
b89c1b3838fe441abc254a7199e72a43,2026-07-14T21:40:28.392108+00:00,2026-07-14T21:42:49.468686+00:00,local-dev,analytical,bench_dc601466,1,duckdb,1.6.0.dev281,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
f70d6932e3c54df08a38c669f0901eeb,2026-07-15T06:20:03.468066+00:00,2026-07-15T06:22:18.689851+00:00,local-dev,analytical,test_tpch_async_sf1,1,duckdb,1.6.0.dev281,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
579870990ef54dc2bc0a9a66da9ed902,2026-07-15T08:51:33.727641+00:00,2026-07-15T08:51:46.229770+00:00,local-dev,analytical,bench_55b60e0d,1,duckdb,1.6.0.dev283,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
1dbf3af0e19f46458ee402c118f4b181,2026-07-15T08:52:25.676773+00:00,2026-07-15T08:52:37.897238+00:00,local-dev,analytical,bench_d409b347,1,duckdb,1.6.0.dev283,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
5128cd5715ac422b9cc200af3d313edf,2026-07-15T08:55:33.339014+00:00,2026-07-15T08:55:44.784653+00:00,local-dev,analytical,bench_e49368ab,1,duckdb,1.6.0.dev283,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
367bedd35b0a429aa81e62adcc854266,2026-07-15T08:58:09.252937+00:00,2026-07-15T08:58:31.429577+00:00,local-dev,analytical,bench_cb9eb844,1,duckdb,1.5.2,tpch,iceberg,iceberg-rest,iceberg-rest-local,,minio,,,,,0,,,,
243712bcfd7d412b9ab93f303bb02891,2026-07-14T13:06:19.305895+00:00,2026-07-14T13:26:58.490385+00:00,c8gd.4xlarge,analytical,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
255cb9ad783642278fc8c291fe2c33a8,2026-07-14T13:33:50.767261+00:00,2026-07-14T13:34:19.206942+00:00,c8gd.4xlarge,maintenance,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,1,,,,
f5c9cfa0beb543998610dcd6def2b7c0,2026-07-14T13:34:57.620263+00:00,2026-07-14T13:35:24.218724+00:00,c8gd.4xlarge,maintenance,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,2,,,,
bfc135341f5147c78c9318c16092fd61,2026-07-14T13:35:57.145370+00:00,2026-07-14T14:03:16.473273+00:00,c8gd.4xlarge,analytical,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,3,,,,
0e3d3bab09be47e3a0b1130a57197e93,2026-07-14T14:28:59.149498+00:00,2026-07-14T14:29:29.537368+00:00,c8gd.4xlarge,maintenance,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,3,,,,
161e4b0309f04173a93ff422cc835a26,2026-07-14T14:29:35.985056+00:00,2026-07-14T14:30:05.797596+00:00,c8gd.4xlarge,maintenance,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,4,,,,
421c6a9f09ae446da17e256fc3cd2084,2026-07-14T14:30:24.902836+00:00,2026-07-14T15:05:08.632582+00:00,c8gd.4xlarge,analytical,lifecycle_duckdb_sf10,10,duckdb,1.5.4,tpcds,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,4,,,,
1b5d2965dfe542baad6b0345cf95cdb8,2026-07-15T11:20:18.304730+00:00,2026-07-15T11:25:58.299459+00:00,c8gd.4xlarge,analytical,bench_fa4840c8,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
9ad3e942c2b346408b6d086dbda6610e,2026-07-15T12:50:39.097588+00:00,2026-07-15T12:55:00.549109+00:00,c8gd.4xlarge,analytical,bench_bcae4e90,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
1a8efda92f194c0099bfc19fe2e324ed,2026-07-15T13:18:14.617407+00:00,2026-07-15T13:21:12.647587+00:00,c8gd.4xlarge,analytical,bench_bd9c968d,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
1eb66181d39240859e7dd87638db2e68,2026-07-15T14:08:40.408314+00:00,2026-07-15T14:09:00.188288+00:00,c8gd.4xlarge,analytical,simple_sf10,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
65f22c7cc8c445c997c05e0962d838b6,2026-07-15T14:09:49.560675+00:00,2026-07-15T14:12:38.103158+00:00,c8gd.4xlarge,analytical,simple_sf10,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
7da10cefad314868afe1e6ebb3736c76,2026-07-15T16:27:50.464132+00:00,2026-07-15T16:27:56.997132+00:00,c8gd.4xlarge,analytical,no_row_group_size_bytes,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
07620a90c1dd4edfb171fd035c42ec98,2026-07-15T16:28:06.342791+00:00,2026-07-15T16:28:22.311231+00:00,c8gd.4xlarge,analytical,no_row_group_size_bytes,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
1a2c3e9553e94f75b84a9657fe503193,2026-07-15T16:29:07.413761+00:00,2026-07-15T16:31:46.807066+00:00,c8gd.4xlarge,analytical,no_row_group_size_bytes,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
2a12c69cc882461babde5f32b40f97ce,2026-07-15T16:33:28.979623+00:00,2026-07-15T16:34:21.858719+00:00,c8gd.4xlarge,analytical,no_row_group_size_bytes,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
703b32e3cce04e3cb7ae2aa7cb1640da,2026-07-15T16:39:49.904189+00:00,2026-07-15T16:40:21.307120+00:00,c8gd.4xlarge,analytical,smaller_row_groups,10,duckdb,1.6.0.dev284,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
2bf9b2d2a99942b3a2951a089ccf55a6,2026-07-15T16:43:29.622357+00:00,2026-07-15T16:43:41.915228+00:00,c8gd.4xlarge,analytical,ducklake_row_group_check,10,duckdb,1.5.4,tpch,ducklake,ducklake,ducklake-remote,,s3,eu-central-1,,,,0,,,,
b12c67bbccc74c9b8eba5cc9d19544aa,2026-07-15T16:53:37.609790+00:00,2026-07-15T16:53:47.869735+00:00,c8gd.4xlarge,analytical,try_5_500mb_files_bigger_row_groups,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
41a79748f4a74903b5b5ff3c5abe0416,2026-07-15T16:55:38.963419+00:00,2026-07-15T16:55:50.256038+00:00,c8gd.4xlarge,analytical,try_5_500mb_files_bigger_row_groups,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
dc724697e8164ff8bb7ac3052f5adc78,2026-07-15T16:55:54.533421+00:00,2026-07-15T16:56:05.971250+00:00,c8gd.4xlarge,analytical,try_5_500mb_files_bigger_row_groups,10,duckdb,1.5.4,tpch,iceberg,aws-glue,glue_target_file_size_bytes_500mb,eu-central-1,s3,eu-central-1,,,,0,,,,
